"","LID","License Number","License Type","Status","Licensee","Premises","Premises Address","Premises Mailing Address","Premises Owner","Premises Manager","County","Municipality","Last Issue Date","Expiration Date","lon","lat"
"803",98764,"D2120","Distributor (Malt)","Active","RAMESHWARAM WORLDWIDE BEVERAGE LLC","WORLD WIDE BEVERAGE","508-510 E GREEN LN, PHILADELPHIA PA 19128-2625","508-510 E GREEN LN, PHILADELPHIA PA 19128-2625","SUKI YANG LLC","MUKESHKUMAR KANANI","Philadelphia County","Philadelphia City","Aug 11,2025","Oct 31,2026",-75.215612,40.0345371
"804",64370,"E4692","Eating Place Retail Dispenser (Malt)","Active","OK HOAGIE FACTORY INC","OK HOAGIE FACTORY INC","2119-21 72ND AVE, PHILADELPHIA PA 19138-2105","2119-21 72ND AVE, PHILADELPHIA PA 19138-2105",NA,"MI Y KIM","Philadelphia County","Philadelphia City","Jul 30,2025","Oct 31,2026",-75.1529067,40.0645059
"805",58297,"E4511","Eating Place Retail Dispenser (Malt)","Active","ESIMIO INC","ESIMIO INC","6456 SACKETT ST, PHILADELPHIA PA 19149","6456 SACKETT ST, PHILADELPHIA PA 19149",NA,"CIRO ESIMIO","Philadelphia County","Philadelphia City","Jul 7,2025","Oct 31,2026",-75.0581615,40.0291158
"806",66468,"E211","Eating Place Retail Dispenser (Malt)","Active","POONAM INC","POONAM INC","4346 FRANKFORD AVE, PHILADELPHIA PA 19124-3904","4346 FRANKFORD AVE, PHILADELPHIA PA 19124-3904",NA,"ALEX ACOSTA","Philadelphia County","Philadelphia City","Oct 15,2025","Oct 31,2026",-75.0883573,40.0125292
"807",91378,"E3716","Eating Place Retail Dispenser (Malt)","Active","PALM TREE AT BROAD INC","PALM TREE MARKET","322 N BROAD ST STE B, PHILADELPHIA PA 19102","322 N BROAD ST STE B, PHILADELPHIA PA 19102","NB PROJECT OWNER LLC","SUNG JAE CHUNG","Philadelphia County","Philadelphia City","Aug 5,2025","Oct 31,2026",-75.1623916,39.9590072
"808",47297,"E112","Eating Place Retail Dispenser (Malt)","Safekeeping","MENG' MASTER DELI, INC.","MENG' MASTER DELI, INC.","567 N 63RD ST, PHILADELPHIA PA 19151-4134","567 N 63RD ST, PHILADELPHIA PA 19151-4134",NA,"ROSSY C DELGADO RAMOS","Philadelphia County","Philadelphia City","Aug 12,2026","Oct 31,2026",-75.244676,39.9721265
"809",104831,"GA46273","Grain Alcohol","Active","CATHERINE JACOBS","CATHERINE JACOBS","507 S BROAD ST, PHILADELPHIA PA 19147","507 S BROAD ST, PHILADELPHIA PA 19147",NA,NA,"Philadelphia County","Philadelphia City","Sep 5,2025","Dec 31,2030",-75.1649614,39.944383
"810",121883,"GP59474","Brewery Pub","Active","TRIPLE BOTTOM BREWING COMPANY LLC","TRIPLE BOTTOM BREWING COMPANY","915 SPRING GARDEN ST, PHILADELPHIA PA 19123","915 SPRING GARDEN ST, PHILADELPHIA PA 19123","915 SPRING GARDEN ASSOCIATES LP","TESS H HART","Philadelphia County","Philadelphia City","Mar 5,2026","Dec 31,2026",-75.1533297,39.9622916
"811",120095,"GS55769","Brewery Storage","Active","SENTIENT ANDROIDS LLC","HUMAN ROBOT SUD","1646-48 S 12TH ST, PHILADELPHIA PA 19148","1710 N 5TH ST, PHILADELPHIA PA 19122-2909","33RD STREET GARAGE COMPANY LLC","GREGG A GORDON","Philadelphia County","Philadelphia City","Dec 17,2025","Dec 31,2026",-75.1650874,39.9288972
"812",46740,"H5669","Hotel (Liquor)","Active","MARRIOTT HOTEL SERVICES LLC","PHILADELPHIA AIRPORT MARRIOTT HOTEL","ONE ARRIVALS RD, PHILADELPHIA  PA 19153","ONE ARRIVALS RD, PHILADELPHIA  PA 19153",NA,"ANGELA M MOLA","Philadelphia County","Philadelphia City","Jul 15,2025","Oct 31,2026",-75.2447733,39.8772859
"813",117128,"H56098","Hotel (Liquor)","Active","HIGHGATE HOTELS LP","THE BELLEVUE HOTEL","200 S BROAD ST, PHILADELPHIA PA 19102-3803","200 S BROAD ST, PHILADELPHIA PA 19102-3803","200 S BROAD PROPERTY OWNER LLC","PRINCE A SANDERS","Philadelphia County","Philadelphia City","Nov 13,2025","Oct 31,2026",-75.1648441,39.9491188
"814",81758,"H33075","Hotel (Liquor)","Active","LAMS INVESTMENT GROUP LP","LAMS INVESTMENT GROUP LP","1225 VINE ST, PHILADELPHIA PA 19107","1225 VINE ST, PHILADELPHIA PA 19107","LAMS INVESTMENT GROUP LP","YUNGAM LAM","Philadelphia County","Philadelphia City","Sep 15,2025","Oct 31,2026",-75.1594506,39.9580428
"815",70869,"H6465","Hotel (Liquor)","Active","LVP FPS AIRPORT HOLDING CORP","FOUR POINTS BY SHERATON PHILA AIRPORT","4101 A ISLAND AVE, PHILADELPHIA PA 19153-3226","4101 A ISLAND AVE, PHILADELPHIA PA 19153-3226",NA,"ERIC A JOLIKKO JR","Philadelphia County","Philadelphia City","Aug 12,2025","Oct 31,2026",-75.2326373,39.8916613
"816",128892,"H50104","Hotel (Liquor)","Active","GF HOSPITALITY PHL HGI LLC","HILTON GARDEN INN PHILADELPHIA","1100 ARCH ST, PHILADELPHIA PA 19107-2956","1100 ARCH ST, PHILADELPHIA PA 19107-2956","PHILADELPHIA REDEVELOPMENT AUTHORITY (PREVIOUSLY REDEVELOPMENT AUTHORITY OF THE CITY OF PHILADELPHIA","ALEXANDRA A SPAULDING","Philadelphia County","Philadelphia City","Sep 5,2025","Oct 31,2026",-75.1580853,39.9535723
"817",134206,"I62219","Importer","Active","SUNWINE USA LLC","SUNWINE","10103A VERREE RD, PHILADELPHIA PA 19116-3613","10103A VERREE RD, PHILADELPHIA PA 19116-3613","AMBASSADOR CENTER, INC.",NA,"Philadelphia County","Philadelphia City","Aug 21,2026","Jun 30,2027",-75.0320341,40.1051827
"818",96468,"IA40499","Transporter for Hire Class A","Active","THE UNION SLRK INC","THE CAMBRIDGE","1508 SOUTH ST, PHILADELPHIA PA 19146","1508 SOUTH ST, PHILADELPHIA PA 19146",NA,NA,"Philadelphia County","Philadelphia City","Sep 23,2025","Dec 31,2026",-75.1676599,39.9437631
"819",115217,"LK53179","Limited Winery","Active","THE VERMOUTHERY, LLC","THE VERMOUTHERY","421 N 7TH ST STE 105, PHILADELPHIA PA 19123-3925","421 N 7TH ST STE 105, PHILADELPHIA PA 19123-3925","NE CALLOWHILL CENTER LLC","TIMOTHY S KWEEDER","Philadelphia County","Philadelphia City","Jun 17,2026","Dec 31,2026",-75.1499503,39.958844
"820",110175,"P50311","Public Service (Liquor)","Active","HORNBLOWER CRUISES AND EVENTS LLC","RENDEZVOUS","401 S COLUMBUS BLVD, PHILADELPHIA PA 19106","401 S COLUMBUS BLVD, PHILADELPHIA PA 19106","HORNBLOWER CRUISES AND EVENTS LLC","RYAN C O'CONNOR","Philadelphia County","Philadelphia City","Oct 17,2025","Dec 31,2026",-75.1412498,39.9415983
"821",111604,"PAF54843","Performing Arts Facility","Active","ABERFELDY & HIGHLANDS ANGLING SOCIETY","BLACK SQUIRREL CLUB","1045 SARAH ST, PHILADELPHIA PA 19125-4128","1045 SARAH ST, PHILADELPHIA PA 19125-4128",NA,"GABOR S ANTALICS","Philadelphia County","Philadelphia City","Oct 28,2025","Oct 31,2026",-75.1338169,39.967465
"822",71433,"PGR372","Privately-Owned Public Golf Course Rest (Liquor)","Active","THE UNION LEAGUE GOLF CLUB AT TORRESDALE FRANKFORD LLC","THE UNION LEAGUE GOLF CLUB AT TORRESDALE FRANKFORD LLC","FRANKFORD AND GRANT AVES, PHILADELPHIA PA 19114","FRANKFORD AND GRANT AVES, PHILADELPHIA PA 19114",NA,"SANDRA D CATALDI","Philadelphia County","Philadelphia City","Oct 16,2025","Oct 31,2026",-74.9905021,40.0603812
"823",64181,"R1214","Restaurant (Liquor)","Active","153 BOWEN INC","153 BOWEN INC","153 EAST CHELTEN AVE, PHILADELPHIA PA 19144-2153","153 EAST CHELTEN AVE, PHILADELPHIA PA 19144-2153",NA,"JUDITH C BOWEN","Philadelphia County","Philadelphia City","Oct 21,2025","Oct 31,2026",-75.1725469,40.0383103
"824",65084,"R314","Restaurant (Liquor)","Active","ACT3 LLC","ACT3 LLC","253 S 20TH ST, PHILADELPHIA PA 19103-5633","253 S 20TH ST, PHILADELPHIA PA 19103-5633",NA,"MICHELLE L FLISEK","Philadelphia County","Philadelphia City","Oct 28,2025","Oct 31,2026",-75.1740758,39.9488367
"825",115457,"R1304","Restaurant (Liquor)","Active","MHH F&B, LLC","MORRIS HOUSE","225-235 S 8TH ST, PHILADELPHIA PA 19106-3519","100 S BROAD ST STE 934, PHILADELPHIA PA 19110-1024","4236 CHESTNUT OWNERS LLC","BO HU","Philadelphia County","Philadelphia City","May 29,2026","Oct 31,2026",-75.154082,39.947401
"826",65762,"R5578","Restaurant (Liquor)","Active","STEVEN TAVERN INC","STEVEN TAVERN INC","7447 TORRESDALE AVE, PHILADELPHIA PA 19136-4115","7447 TORRESDALE AVE, PHILADELPHIA PA 19136-4115","LANG S UNG","JAY S LEE","Philadelphia County","Philadelphia City","Sep 3,2025","Oct 31,2026",-75.0309078,40.0320954
"827",96447,"R9360","Restaurant (Liquor)","Active","SOUTHHOUSE CO","SOUTHHOUSE CO","2535-37 S 13TH ST, PHILADELPHIA PA 19148-4342","2535-37 S 13TH ST, PHILADELPHIA PA 19148-4342","2535 SOUTH 13TH STREET LLC","ANTHONY T NOTARFRANCESCO","Philadelphia County","Philadelphia City","Aug 28,2025","Oct 31,2026",-75.168708,39.918048
"828",52732,"R11579","Restaurant (Liquor)","Active","4948 BROAD ST INC.","4948 BROAD ST INC.","4948-50 N BROAD ST, PHILADELPHIA PA 19141-2216","4948-50 N BROAD ST, PHILADELPHIA PA 19141-2216",NA,"CHARLES BOWEN SR","Philadelphia County","Philadelphia City","Sep 16,2025","Oct 31,2026",-75.1472409,40.02907
"829",114566,"R497","Restaurant (Liquor)","Active","17CHEST20 LLC","LUCY'S","1720 CHESTNUT ST, PHILADELPHIA PA 19103","901 N DELAWARE AVE, PHILADELPHIA PA 19123-3110","1720 Chestnut LP","RICARDO CALCANO","Philadelphia County","Philadelphia City","Jun 10,2026","Oct 31,2026",-75.1696564,39.9513021
"830",46903,"R2039","Restaurant (Liquor)","Active","CHESTNUT STREET VENTURE LP","CHESTNUT STREET VENTURE LP","723 CHESTNUT ST, PHILADELPHIA PA 19106-2315","723 CHESTNUT ST, PHILADELPHIA PA 19106-2315",NA,"KYOKO O NOGUCHI","Philadelphia County","Philadelphia City","Dec 18,2025","Oct 31,2026",-75.1532263,39.9498489
"831",45769,"R9344","Restaurant (Liquor)","Active","COSTAR PARTNERS LP","BUDDAKAN","325 CHESTNUT ST, PHILADELPHIA PA 19106-2615","325 CHESTNUT ST, PHILADELPHIA PA 19106-2615","CONSTITUTION PARTNERS LP","WILLIAM P JOHNSON","Philadelphia County","Philadelphia City","Jul 17,2025","Oct 31,2026",-75.1472134,39.9489
"832",50475,"R10383","Restaurant (Liquor)","Active","STEVE'S SPORTS LOUNGE, INC.","STEVE'S SPORTS LOUNGE, INC.","5300-02 MARKET ST, PHILADELPHIA PA 19139-3316","5300-02 MARKET ST, PHILADELPHIA PA 19139-3316",NA,"LESLIE POWELL","Philadelphia County","Philadelphia City","Oct 17,2025","Oct 31,2026",-75.227066,39.9600208
"833",62039,"R11498","Restaurant (Liquor)","Active","76 WEST LLC","76 WEST LLC","114-124 S 13TH ST, PHILADELPHIA PA 19107-4528","114-124 S 13TH ST, PHILADELPHIA PA 19107-4528","THE PHILADELPHIA BUILDING ASSOCIATES LLC","STEVEN M STEIN JR","Philadelphia County","Philadelphia City","Jun 26,2026","Oct 31,2026",-75.1621256,39.9497646
"834",111920,"R15594","Restaurant (Liquor)","Active","7719 ENTERPRISES INC","7719 ENTERPRISES INC","7719 CRITTENDEN ST, PHILADELPHIA PA 19118-4407","7719 CRITTENDEN ST, PHILADELPHIA PA 19118-4407","MARKET SQUARE PLAZA I, LLC","ERMA A DUPRE","Philadelphia County","Philadelphia City","Sep 10,2025","Oct 31,2026",-75.1951307,40.0728222
